diagnosed_date,detected_state,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14,China,USA,Middle_East,Europe_Ex_Italy,Italy,South_East_Asia,newCases,Recovered,Deceased,Lockdown
02-04-2020,Madhya Pradesh,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,27.0,27.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0
02-04-2020,Madhya Pradesh,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,27.0,27.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0
02-04-2020,Madhya Pradesh,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,27.0,27.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0
04-04-2020,Madhya Pradesh,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0
04-04-2020,Madhya Pradesh,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0
04-04-2020,Madhya Pradesh,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0
04-04-2020,Madhya Pradesh,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0
04-04-2020,Madhya Pradesh,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0
04-04-2020,Madhya Pradesh,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0
04-04-2020,Madhya Pradesh,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,27.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,1.0
05-04-2020,Madhya Pradesh,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,1.0
05-04-2020,Madhya Pradesh,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,1.0
05-04-2020,Madhya Pradesh,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,30.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
06-04-2020,Madhya Pradesh,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,29.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,2.0,1.0
07-04-2020,Madhya Pradesh,32.0,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,12.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,6.0,1.0
07-04-2020,Madhya Pradesh,32.0,31.0,32.0,32.0,32.0,30.0,30.0,31.0,29.0,29.0,28.0,26.0,28.0,30.0,31.0,12.0,14.0,12.0,12.0,14.0,16.0,16.0,18.0,18.0,26.0,42.0,56.0,48.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,6.0,1.0
